22.6,73,36
27.3,73,50
21.3,63,24
16.0,100,38
32.6,63,58
21.7,90,47
19.1,90,39
26.9,70,46
20.3,74,30
23.9,60,29
34.8,83,81
36.5,86,88
28.5,86,64
36.1,67,72
27.0,90,63
29.0,85,65
22.8,65,30
31.8,99,84
30.4,95,77
23.5,78,43
20.4,69,26
34.8,68,69
38.6,66,78
36.6,81,84
16.2,81,23
38.7,74,85
37.5,100,100
34.1,76,73
25.9,60,35
30.8,74,61
27.7,70,49
28.5,77,57
22.4,78,39
14.9,78,17
35.8,95,93
15.6,80,21
14.9,99,34
16.8,66,13
18.8,75,26
16.0,97,35
26.8,74,49
38.5,96,100
25.8,100,67
35.9,82,83
35.8,100,97
28.2,86,63
37.2,70,77
27.2,88,62
38.8,69,81
24.6,80,48
24.6,80,48
21.6,81,39
16.4,92,33
24.5,79,47
37.2,60,69
28.8,72,54
24.5,67,37
36.6,98,98
27.3,66,45
28.0,79,57
36.2,70,74
21.5,79,38
30.3,98,79
22.0,61,25
29.1,75,57
35.6,96,93
25.7,88,57
29.6,93,73
26.8,60,38
18.7,91,39
23.6,79,44
14.1,95,28
21.1,69,28
21.8,75,35
26.7,70,46
32.7,76,69
36.2,66,71
37.4,91,95
17.9,99,43
25.1,71,42
31.2,82,69
21.0,84,40
16.2,88,29
36.8,91,93
29.3,78,60
19.2,92,41
30.7,64,53
20.4,75,31
38.0,86,93
21.3,100,54
35.5,69,72
16.2,62,8
20.5,75,31
30.0,93,74
22.5,71,34
28.4,64,46
16.5,89,31
24.2,93,57
17.7,93,37
26.0,80,52
31.0,79,66
38.9,84,94
26.4,73,47
33.3,81,75
36.7,84,87
19.7,62,19
21.3,94,49
17.3,97,39
36.5,94,95
39.3,62,77
38.8,80,90
17.4,61,11
39.0,73,85
14.7,90,26
31.1,93,78
18.3,84,32
23.5,89,52
29.7,79,62
32.9,96,85
38.0,71,81
33.0,71,66
21.6,93,49
32.2,98,85
20.2,90,42
23.9,84,49
